Mes,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,6.5,8.4,0.3,14.8,8.4,49.8,1.1,1.2,0.3,0.9,7.3
2,42.2,4.8,2.9,16.2,1.1,55.6,0.3,0.4,0.0,31.2,0.9
3,140.2,16.1,6.5,0.1,0.1,1.1,0.0,0.0,0.4,0.0,0.0
4,7.3,1.1,0.1,2.2,0.1,1.4,0.8,2.6,0.1,0.2,0.0
5,42.7,19.6,6.8,57.7,6.0,16.0,17.1,9.3,4.0,5.1,29.2
6,183.2,171.7,101.8,201.4,96.3,81.7,234.3,139.6,56.1,127.3,231.4
7,179.9,240.1,233.3,147.8,217.7,209.3,256.4,236.8,198.6,299.4,44.8
8,135.6,224.8,266.8,206.9,171.7,254.4,271.0,248.6,190.0,239.4,44.8
9,160.4,156.5,247.4,201.6,239.8,167.4,235.6,129.4,118.8,224.1,44.8
10,196.5,34.0,59.4,149.8,128.6,24.5,87.6,86.6,156.9,45.6,44.8
11,16.1,36.4,0.9,75.9,50.5,0.1,1.4,3.3,18.5,5.7,44.8
12,35.3,12.7,19.8,1.7,6.1,12.9,0.8,1.4,37.6,1.8,44.8
