MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,7.5,10.2,3.5,8.3,10.5,14.0,9.3,4.3,0.5,18.3,7.2
2,2.0,6.8,3.5,13.7,1.1,12.0,0.6,5.6,1.3,4.5,6.7
3,11.8,2.8,68.7,15.5,16.6,0.7,2.2,0.4,36.5,0.0,0.5
4,10.2,9.6,7.9,60.0,2.8,0.4,1.3,6.2,31.2,0.4,0.01
5,22.1,4.2,65.7,30.8,18.5,21.0,18.3,18.5,14.3,0.8,64.5
6,33.2,31.5,48.0,49.5,27.0,37.0,52.4,52.4,53.2,174.8,15.782
7,43.8,49.6,45.6,44.4,31.0,24.0,41.2,62.3,48.7,90.2,15.782
8,89.0,63.6,28.5,64.8,65.0,20.0,41.3,34.2,24.2,85.5,15.782
9,28.5,44.7,79.1,29.6,36.7,61.5,53.2,73.8,35.4,44.4,15.782
10,62.9,15.4,27.5,78.8,43.5,23.3,83.0,41.5,23.4,129.2,15.782
11,26.6,11.3,13.6,8.2,20.0,44.7,14.3,11.2,15.3,12.3,15.782
12,14.5,27.2,4.9,97.5,1.0,1.2,0.8,6.2,23.6,15.0,15.782
