MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,11.0,9.0,11.5,11.0,10.5,12.5,13.5,11.0,10.5,11.5,10.5
2,10.5,10.0,11.5,12.5,13.0,12.0,10.5,10.5,12.0,11.0,9.5
3,13.0,14.0,13.5,14.5,12.5,11.0,11.0,10.0,13.0,14.0,13.0
4,17.0,16.0,16.0,13.0,10.5,17.5,13.0,13.0,14.5,16.0,12.5
5,17.5,15.0,15.0,16.5,19.5,18.0,18.0,17.0,12.5,20.5,14.0
6,19.0,19.5,19.5,19.0,18.5,17.5,18.0,17.5,19.0,20.5,11.9
7,18.5,19.0,14.5,18.5,18.5,19.0,18.5,19.0,19.5,19.0,11.9
8,19.5,19.0,19.5,14.5,19.0,19.0,18.0,18.0,18.0,19.5,11.9
9,19.0,19.0,16.5,19.0,19.0,18.0,18.0,18.5,19.0,19.5,11.9
10,17.5,17.0,14.0,17.0,16.5,17.0,14.5,16.5,16.5,16.5,11.9
11,16.0,14.0,13.0,10.0,14.0,15.0,13.0,15.5,14.5,13.5,11.9
12,15.5,14.5,10.0,11.0,12.0,11.0,12.5,11.5,10.5,13.5,11.9
