MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,33.0,5.2,68.5,92.1,33.5,50.0,40.0,70.0,49.0,60.0,54.0
2,18.7,24.9,59.5,224.0,7.5,59.5,34.0,26.5,39.0,29.0,52.0
3,65.5,22.4,74.7,70.0,12.4,18.5,20.0,22.6,21.5,13.0,47.0
4,39.6,34.9,8.2,63.7,10.2,22.0,27.5,187.5,110.0,106.0,7.0
5,49.8,126.5,31.5,3.5,14.5,138.9,46.0,39.8,87.0,15.0,131.0
6,107.0,104.2,38.3,158.5,174.7,111.9,72.5,51.0,21.5,101.0,58.2
7,48.9,96.8,130.3,158.5,51.2,40.5,48.0,49.7,74.5,90.0,58.2
8,93.0,112.6,34.7,87.2,28.7,51.0,224.0,109.0,124.0,161.0,58.2
9,132.9,206.2,225.7,83.5,71.0,183.6,241.0,209.0,60.5,128.0,58.2
10,238.6,156.3,164.8,279.8,181.5,54.9,145.0,105.5,124.0,294.0,58.2
11,103.0,156.5,44.4,135.5,147.5,60.2,106.5,78.0,58.0,92.0,58.2
12,72.2,102.0,54.6,102.3,19.5,55.0,26.0,113.0,124.5,67.0,58.2
