MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,23.8,25.2,28.1,23.7,26.5,27.9,26.5,25.9,29.0,27.5,25.9
2,26.0,26.4,31.1,29.5,30.1,28.4,29.1,27.9,29.1,29.4,29.0
3,27.8,32.1,31.8,31.7,30.9,32.4,32.0,30.6,34.0,33.7,32.7
4,34.3,34.7,34.6,33.1,34.3,36.8,34.8,35.3,35.2,36.5,34.5
5,34.5,37.5,36.4,35.6,37.8,36.0,36.4,37.1,36.6,40.8,37.3
6,33.1,35.3,33.7,34.3,34.6,33.1,33.8,32.1,36.9,36.6,31.879999999999995
7,33.1,32.5,31.1,33.2,33.3,34.5,32.4,32.0,32.9,32.9,31.879999999999995
8,33.7,32.3,32.6,31.9,34.0,32.4,32.2,32.5,33.4,32.5,31.879999999999995
9,32.3,31.1,30.5,32.3,32.3,32.8,31.6,29.8,34.4,32.5,31.879999999999995
10,30.9,29.2,28.8,29.2,29.9,32.4,30.8,29.9,31.5,28.5,31.879999999999995
11,27.4,28.1,28.4,27.6,27.4,29.5,27.5,29.3,27.6,30.5,31.879999999999995
12,28.4,28.0,25.9,27.0,27.1,26.7,29.1,27.3,26.0,28.0,31.879999999999995
