MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,19.6,20.4,22.5,19.3,21.6,22.8,21.8,21.2,23.3,22.6,21.1
2,20.6,21.0,24.5,23.9,24.4,23.0,23.1,22.0,23.2,22.6,23.4
3,22.7,25.8,25.2,25.6,24.8,26.1,25.3,24.1,27.2,27.0,25.7
4,28.4,28.4,28.0,26.7,26.9,30.0,27.8,28.1,28.4,29.1,27.0
5,28.4,30.6,29.7,28.8,30.8,29.6,30.0,29.9,29.6,33.1,30.0
6,27.8,29.1,28.2,28.4,29.0,27.9,28.1,26.9,30.6,30.2,25.44
7,27.8,27.3,26.5,27.7,27.8,28.6,27.4,27.0,27.5,27.7,25.44
8,28.2,27.4,27.6,26.6,28.2,27.4,27.2,27.4,28.1,27.6,25.44
9,27.3,26.5,26.3,27.2,27.0,27.6,27.0,25.8,28.4,27.6,25.44
10,26.0,25.0,24.8,25.2,25.7,26.7,26.2,25.2,26.5,24.6,25.44
11,24.1,23.7,23.5,23.1,22.9,24.1,22.9,24.6,23.4,25.0,25.44
12,23.6,23.4,21.5,22.0,22.0,21.3,24.2,22.5,21.6,22.8,25.44
