MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,25.7,26.0,30.1,26.3,28.2,27.4,26.9,27.1,29.4,28.1,27.1
2,27.0,27.4,30.8,29.5,30.3,29.1,28.6,27.1,28.8,28.9,29.0
3,28.6,31.2,30.5,31.3,29.7,32.4,31.0,29.8,32.7,32.1,32.2
4,34.3,33.0,33.5,32.2,32.0,34.5,32.7,33.0,32.6,33.8,32.5
5,34.5,35.1,35.1,33.5,34.0,34.0,34.5,34.8,34.5,38.4,36.3
6,33.4,34.5,34.0,33.4,34.1,33.6,33.1,32.4,34.5,35.6,31.420000000000005
7,34.0,34.3,32.5,33.9,33.7,34.3,33.0,33.2,34.0,32.4,31.420000000000005
8,34.6,33.5,34.7,33.2,35.1,32.8,32.8,33.7,33.4,33.6,31.420000000000005
9,34.3,33.6,32.9,34.1,34.2,32.5,33.3,30.8,34.1,33.7,31.420000000000005
10,33.1,32.9,31.9,31.3,31.1,32.6,33.1,30.3,31.9,31.1,31.420000000000005
11,31.0,30.8,30.5,29.7,28.8,30.7,29.5,29.2,28.6,31.4,31.420000000000005
12,30.0,29.6,28.2,29.1,28.9,27.0,30.4,28.1,27.8,29.3,31.420000000000005
