MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,23.01,20.31,0.0,27.01,13.21,34.92,55.47,27.71,0.02,96.02,43.94
2,0.02,12.21,1.5,27.01,2.9,0.01,10.1,0.02,61.02,1.94,33.51
3,40.52,11.01,131.02,17.8,11.92,0.02,5.3,0.22,3.0,0.02,0.01
4,9.4,5.03,16.01,6.52,5.0,21.03,0.01,20.11,14.25,0.0,0.0
5,3.2,0.5,32.0,67.71,58.5,96.22,34.03,6.84,6.54,0.0,3.41
6,327.23,167.03,185.5,139.42,146.51,195.02,222.53,315.21,297.82,182.71,16.174
7,186.1,231.5,323.01,140.3,75.7,151.9,296.8,273.01,303.33,589.32,16.174
8,184.41,545.7,186.5,181.33,24.21,330.42,254.33,147.31,262.31,382.61,16.174
9,82.53,133.03,263.62,205.8,111.54,231.51,153.5,360.01,87.91,141.03,16.174
10,39.33,74.0,122.3,116.1,99.73,76.51,133.21,19.31,137.71,270.33,16.174
11,69.23,33.53,28.52,18.11,16.47,94.83,40.72,64.53,9.52,7.0,16.174
12,0.01,92.01,8.92,18.11,0.01,0.0,0.0,19.63,25.14,32.52,16.174
