MES,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1,71.96,84.14,17.04,97.06,53.23,94.08,132.08,89.09,41.5,117.79,69.54
2,29.17,28.17,9.73,25.16,16.03,14.58,125.58,46.56,18.51,29.53,52.01
3,208.57,59.84,58.32,54.04,48.53,8.55,22.57,17.05,73.02,17.52,18.04
4,93.55,96.73,53.54,74.98,6.51,59.84,77.53,9.53,61.54,25.51,25.03
5,59.05,83.91,106.53,1.52,24.52,122.02,206.05,17.03,13.53,4.0,151.03
6,222.6,235.43,133.94,275.31,308.02,346.0,396.54,281.12,38.33,827.02,629.5
7,151.76,134.56,266.04,90.52,79.0,100.08,289.05,76.73,296.03,314.02,157.525
8,133.55,383.65,535.04,185.58,69.95,188.57,338.51,76.73,204.51,279.71,157.525
9,233.74,182.33,468.04,156.58,149.86,280.06,291.05,76.73,197.52,346.54,157.525
10,232.36,135.37,189.57,210.55,183.01,94.01,137.05,76.73,244.57,250.56,157.525
11,209.57,54.53,31.34,70.6,44.54,68.34,131.53,76.73,78.07,41.53,157.525
12,8.06,82.73,25.55,17.06,17.05,24.15,15.55,76.73,88.05,80.05,157.525
